,Age
243,3.9030899869919438
244,3.9030899869919438
245,3.845098040014257
246,3.6989700043360187
247,3.845098040014257
248,3.7781512503836434
249,3.7781512503836434
250,3.6020599913279625
251,3.7781512503836434
252,3.7781512503836434
253,3.845098040014257
254,3.7781512503836434
255,3.6989700043360187
256,3.845098040014257
257,3.6020599913279625
258,3.845098040014257
259,3.6989700043360187
260,3.6989700043360187
261,3.6020599913279625
262,3.9030899869919438
263,3.6989700043360187
264,3.6020599913279625
265,3.845098040014257
266,3.845098040014257
267,3.7781512503836434
268,3.3010299956639813
269,3.6989700043360187
270,3.6020599913279625
271,3.6989700043360187
272,3.6020599913279625
273,3.9030899869919438
274,3.9030899869919438
275,3.4771212547196626
276,3.7781512503836434
277,3.6989700043360187
278,3.845098040014257
279,3.3010299956639813
280,3.4771212547196626
281,3.845098040014257
282,3.845098040014257
283,3.6989700043360187
284,3.845098040014257
285,3.845098040014257
286,3.845098040014257
287,3.6989700043360187
288,3.9030899869919438
289,3.6989700043360187
290,3.7781512503836434
291,3.6989700043360187
292,3.845098040014257
293,3.6989700043360187
294,3.6989700043360187
295,3.7781512503836434
296,3.9030899869919438
297,3.845098040014257
298,3.845098040014257
299,3.6020599913279625
300,3.7781512503836434
301,3.845098040014257
302,3.7781512503836434
303,3.6989700043360187
304,3.7781512503836434
305,3.6989700043360187
306,3.6989700043360187
307,3.845098040014257
308,3.9030899869919438
309,3.9030899869919438
310,3.9030899869919438
311,3.7781512503836434
312,3.4771212547196626
313,3.7781512503836434
314,3.845098040014257
315,3.845098040014257
316,3.9030899869919438
317,3.845098040014257
318,3.6989700043360187
319,3.7781512503836434
320,3.845098040014257
321,3.6020599913279625
322,3.9030899869919438
323,3.845098040014257
324,3.4771212547196626
325,3.6989700043360187
326,3.845098040014257
327,3.6989700043360187
328,3.845098040014257
329,3.6020599913279625
330,3.6020599913279625
331,3.7781512503836434
332,3.6989700043360187
333,3.6989700043360187
334,3.6020599913279625
335,3.6020599913279625
336,3.7781512503836434
337,3.845098040014257
338,3.6020599913279625
339,3.845098040014257
340,3.6989700043360187
341,3.9030899869919438
342,3.845098040014257
343,3.7781512503836434
344,3.845098040014257
345,3.7781512503836434
346,3.7781512503836434
347,3.6020599913279625
348,3.845098040014257
349,3.6020599913279625
350,3.845098040014257
351,3.7781512503836434
352,3.9030899869919438
353,3.7781512503836434
354,3.7781512503836434
355,3.7781512503836434
356,3.4771212547196626
357,3.7781512503836434
358,3.845098040014257
359,3.6020599913279625
360,3.845098040014257
361,3.6989700043360187
362,3.4771212547196626
363,3.9030899869919438
364,3.9030899869919438
365,3.9030899869919438
366,3.9030899869919438
367,3.845098040014257
368,3.6020599913279625
369,3.7781512503836434
370,3.7781512503836434
371,3.7781512503836434
372,3.6989700043360187
373,3.9030899869919438
374,3.9030899869919438
375,3.7781512503836434
376,3.6989700043360187
377,3.845098040014257
378,3.7781512503836434
379,3.7781512503836434
380,3.9030899869919438
381,3.7781512503836434
382,3.6020599913279625
383,3.6020599913279625
384,3.845098040014257
385,3.845098040014257
386,3.7781512503836434
387,3.6020599913279625
388,3.6989700043360187
389,3.6989700043360187
390,3.6020599913279625
391,3.9030899869919438
392,3.6989700043360187
393,3.4771212547196626
394,3.845098040014257
395,3.845098040014257
396,3.6020599913279625
397,3.845098040014257
398,3.845098040014257
399,3.845098040014257
400,3.7781512503836434
401,3.6989700043360187
402,3.7781512503836434
403,3.7781512503836434
404,3.845098040014257
405,3.6989700043360187
406,3.7781512503836434
407,3.3010299956639813
408,3.6989700043360187
409,3.845098040014257
410,3.7781512503836434
411,3.9030899869919438
412,3.7781512503836434
413,3.6989700043360187
414,3.7781512503836434
415,3.845098040014257
416,3.7781512503836434
417,3.7781512503836434
418,3.4771212547196626
419,3.7781512503836434
420,3.6989700043360187
421,3.7781512503836434
422,3.7781512503836434
423,3.7781512503836434
424,3.6989700043360187
425,3.6989700043360187
426,3.9030899869919438
427,3.9030899869919438
428,3.9030899869919438
429,3.9030899869919438
430,3.7781512503836434
431,3.7781512503836434
432,3.7781512503836434
433,3.845098040014257
434,3.6989700043360187
435,3.4771212547196626
436,3.7781512503836434
437,3.4771212547196626
438,3.9030899869919438
439,3.9030899869919438
440,3.3010299956639813
441,3.845098040014257
442,3.7781512503836434
443,3.7781512503836434
444,3.6989700043360187
445,3.6020599913279625
446,3.9030899869919438
447,3.7781512503836434
448,3.6020599913279625
449,3.6989700043360187
450,3.6989700043360187
451,3.845098040014257
452,3.845098040014257
453,3.7781512503836434
454,3.7781512503836434
455,3.7781512503836434
456,3.9030899869919438
457,3.6989700043360187
458,3.7781512503836434
459,3.7781512503836434
460,3.6989700043360187
461,3.7781512503836434
462,3.6989700043360187
463,3.7781512503836434
464,3.845098040014257
465,3.6020599913279625
466,3.845098040014257
467,3.845098040014257
468,3.3010299956639813
469,3.9030899869919438
470,3.6989700043360187
471,3.845098040014257
472,3.7781512503836434
473,3.6020599913279625
474,3.6989700043360187
475,3.6989700043360187
476,3.4771212547196626
477,3.6989700043360187
478,3.7781512503836434
479,3.7781512503836434
480,3.6020599913279625
481,3.6989700043360187
482,3.7781512503836434
483,3.845098040014257
484,3.845098040014257
485,3.9030899869919438
486,3.9030899869919438
487,3.6020599913279625
488,3.6989700043360187
489,3.7781512503836434
490,3.4771212547196626
491,3.6020599913279625
492,3.7781512503836434
493,3.4771212547196626
494,3.3010299956639813
495,3.7781512503836434
496,3.6020599913279625
497,3.4771212547196626
498,3.4771212547196626
499,3.7781512503836434
500,3.4771212547196626
501,3.7781512503836434
502,3.6989700043360187
503,3.6989700043360187
504,3.845098040014257
505,3.6989700043360187
506,3.6989700043360187
507,3.9030899869919438
508,3.9030899869919438
509,3.845098040014257
510,3.7781512503836434
511,3.6989700043360187
512,3.4771212547196626
513,3.7781512503836434
514,3.3010299956639813
515,3.845098040014257
516,3.845098040014257
517,3.4771212547196626
518,3.6020599913279625
519,3.845098040014257
520,3.7781512503836434
521,3.6989700043360187
522,3.6989700043360187
523,3.6989700043360187
524,3.6989700043360187
525,3.845098040014257
526,3.7781512503836434
527,3.9030899869919438
528,3.9030899869919438
529,3.9030899869919438
530,3.9030899869919438
531,3.845098040014257
532,3.845098040014257
533,3.6020599913279625
534,3.845098040014257
535,3.845098040014257
536,3.7781512503836434
537,3.6020599913279625
538,3.6989700043360187
539,3.6989700043360187
540,3.9030899869919438
541,3.9030899869919438
542,3.845098040014257
543,3.845098040014257
544,3.6989700043360187
545,3.6989700043360187
546,3.6989700043360187
547,3.9030899869919438
548,3.845098040014257
549,3.9030899869919438
550,3.6989700043360187
551,3.6989700043360187
552,3.6989700043360187
553,3.7781512503836434
554,3.845098040014257
555,3.845098040014257
556,3.6989700043360187
557,3.6989700043360187
558,3.845098040014257
559,3.7781512503836434
560,3.6989700043360187
561,3.9030899869919438
562,3.9030899869919438
563,3.6989700043360187
564,3.7781512503836434
565,3.6989700043360187
566,3.6020599913279625
567,3.7781512503836434
568,3.6020599913279625
569,3.9030899869919438
570,3.9030899869919438
571,3.9030899869919438
572,3.6020599913279625
573,3.845098040014257
574,3.4771212547196626
575,3.845098040014257
576,3.6989700043360187
577,3.6989700043360187
578,3.7781512503836434
579,3.845098040014257
580,3.845098040014257
581,3.6020599913279625
582,3.845098040014257
583,3.6989700043360187
584,3.9030899869919438
585,3.7781512503836434
586,3.6989700043360187
587,3.7781512503836434
588,3.4771212547196626
589,3.845098040014257
590,3.6989700043360187
591,3.845098040014257
592,3.7781512503836434
593,3.845098040014257
594,3.7781512503836434
595,3.6989700043360187
596,3.7781512503836434
597,3.845098040014257
598,3.7781512503836434
599,3.7781512503836434
600,3.6989700043360187
601,3.6989700043360187
602,3.9030899869919438
603,3.9030899869919438
604,3.4771212547196626
605,3.6989700043360187
606,3.845098040014257
607,3.7781512503836434
608,3.7781512503836434
609,3.845098040014257
610,3.7781512503836434
611,3.845098040014257
612,3.7781512503836434
613,3.845098040014257
614,3.7781512503836434
615,3.6989700043360187
616,3.6020599913279625
617,3.6020599913279625
618,3.845098040014257
619,3.6989700043360187
620,3.845098040014257
621,3.845098040014257
622,3.845098040014257
623,3.7781512503836434
624,3.9030899869919438
625,3.7781512503836434
626,3.4771212547196626
627,3.845098040014257
628,3.4771212547196626
629,3.7781512503836434
630,3.6989700043360187
631,3.9030899869919438
632,3.6020599913279625
633,3.845098040014257
634,3.7781512503836434
635,3.6989700043360187
636,3.845098040014257
637,3.6989700043360187
638,3.6989700043360187
639,3.9030899869919438
640,3.7781512503836434
641,3.845098040014257
642,3.6989700043360187
643,3.7781512503836434
644,3.6989700043360187
645,3.845098040014257
646,3.845098040014257
647,3.7781512503836434
648,3.845098040014257
649,3.7781512503836434
650,3.6989700043360187
651,3.6989700043360187
652,3.845098040014257
653,3.7781512503836434
654,3.9030899869919438
655,3.9030899869919438
656,3.845098040014257
657,3.845098040014257
658,3.9030899869919438
659,3.845098040014257
660,3.845098040014257
661,3.6020599913279625
662,3.9030899869919438
663,3.9030899869919438
664,3.7781512503836434
665,3.7781512503836434
666,3.6989700043360187
667,3.9030899869919438
668,3.6989700043360187
669,3.7781512503836434
670,3.845098040014257
671,3.9030899869919438
672,3.9030899869919438
673,3.9030899869919438
674,3.9030899869919438
675,3.845098040014257
676,3.6989700043360187
677,3.6020599913279625
678,3.6989700043360187
679,3.845098040014257
680,3.9030899869919438
681,3.9030899869919438
682,3.9030899869919438
683,3.9030899869919438
684,3.7781512503836434
685,3.7781512503836434
686,3.6989700043360187
687,3.6989700043360187
688,3.6989700043360187
689,3.7781512503836434
690,3.845098040014257
691,3.6989700043360187
692,3.9030899869919438
693,3.6989700043360187
694,3.7781512503836434
695,3.845098040014257
696,3.6989700043360187
697,3.845098040014257
698,3.6989700043360187
699,3.7781512503836434
700,3.7781512503836434
701,3.845098040014257
702,3.845098040014257
703,3.7781512503836434
704,3.9030899869919438
705,3.9030899869919438
706,3.6989700043360187
707,3.7781512503836434
708,3.6989700043360187
709,3.845098040014257
710,3.845098040014257
711,3.845098040014257
712,3.6989700043360187
713,3.7781512503836434
714,3.845098040014257
715,3.845098040014257
716,3.7781512503836434
717,3.4771212547196626
718,3.6989700043360187
719,3.6989700043360187
720,3.7781512503836434
721,3.9030899869919438
722,3.9030899869919438
723,3.845098040014257
724,3.845098040014257
725,3.9030899869919438
726,3.9030899869919438
727,3.845098040014257
728,3.7781512503836434
729,3.7781512503836434
730,3.845098040014257
731,3.9030899869919438
732,3.9030899869919438
733,3.845098040014257
734,3.6020599913279625
735,3.6020599913279625
736,3.845098040014257
737,3.6989700043360187
738,3.7781512503836434
739,3.6989700043360187
740,3.9030899869919438
741,3.9030899869919438
742,3.9030899869919438
743,3.845098040014257
744,3.845098040014257
745,3.845098040014257
746,3.7781512503836434
747,3.845098040014257
748,3.7781512503836434
749,3.9030899869919438
750,3.9030899869919438
751,3.9030899869919438
752,3.6989700043360187
753,3.9030899869919438
754,3.9030899869919438
755,3.9030899869919438
756,3.7781512503836434
757,3.6989700043360187
758,3.7781512503836434
759,3.845098040014257
760,3.6020599913279625
761,3.845098040014257
762,3.6989700043360187
763,3.7781512503836434
764,3.6989700043360187
765,3.6989700043360187
766,3.9030899869919438
767,3.845098040014257
768,3.845098040014257
769,3.7781512503836434
770,3.7781512503836434
771,3.845098040014257
772,3.6989700043360187
773,3.6989700043360187
774,3.7781512503836434
775,3.6989700043360187
776,3.6989700043360187
777,3.7781512503836434
778,3.6020599913279625
779,3.9030899869919438
780,3.845098040014257
781,3.7781512503836434
782,3.6020599913279625
783,3.845098040014257
784,3.7781512503836434
785,3.845098040014257
786,3.7781512503836434
787,3.845098040014257
788,3.6989700043360187
789,3.9030899869919438
790,3.9030899869919438
791,3.7781512503836434
792,3.7781512503836434
793,3.845098040014257
794,3.845098040014257
795,3.4771212547196626
796,3.9030899869919438
797,3.9030899869919438
798,3.9030899869919438
799,3.9030899869919438
800,3.845098040014257
801,3.6989700043360187
802,3.7781512503836434
803,3.845098040014257
804,3.9030899869919438
805,3.7781512503836434
806,3.9030899869919438
807,3.6989700043360187
808,3.7781512503836434
809,3.6989700043360187
810,3.7781512503836434
811,3.845098040014257
812,3.6020599913279625
813,3.9030899869919438
814,3.845098040014257
815,3.845098040014257
816,3.6989700043360187
817,3.845098040014257
818,3.845098040014257
819,3.7781512503836434
820,3.9030899869919438
821,3.9030899869919438
822,3.7781512503836434
823,3.845098040014257
824,3.9030899869919438
825,3.9030899869919438
826,3.7781512503836434
827,3.6989700043360187
828,3.6989700043360187
829,3.6989700043360187
830,3.9030899869919438
831,3.9030899869919438
832,3.9030899869919438
833,3.7781512503836434
834,3.7781512503836434
835,3.6989700043360187
836,3.845098040014257
837,3.7781512503836434
838,3.6989700043360187
839,3.845098040014257
840,3.9030899869919438
841,3.9030899869919438
842,3.9030899869919438
843,3.9030899869919438
844,3.845098040014257
845,3.845098040014257
846,3.845098040014257
847,3.845098040014257
848,3.6989700043360187
849,3.9030899869919438
850,3.7781512503836434
851,3.7781512503836434
852,3.7781512503836434
853,3.9030899869919438
854,3.9030899869919438
855,3.845098040014257
856,3.9030899869919438
857,3.9030899869919438
858,3.845098040014257
859,3.845098040014257
860,3.6020599913279625
861,3.845098040014257
862,3.6989700043360187
863,3.9030899869919438
864,3.9030899869919438
865,3.9030899869919438
866,3.6989700043360187
867,3.9030899869919438
868,3.9030899869919438
869,3.845098040014257
870,3.6020599913279625
871,3.6989700043360187
872,3.7781512503836434
873,3.9030899869919438
874,3.9030899869919438
875,3.9030899869919438
876,3.845098040014257
877,3.845098040014257
878,3.845098040014257
879,3.6989700043360187
880,3.7781512503836434
881,3.6989700043360187
882,3.6989700043360187
883,3.845098040014257
884,3.6020599913279625
885,3.845098040014257
886,3.6989700043360187
887,3.9030899869919438
888,3.9030899869919438
889,3.9030899869919438
890,3.7781512503836434
891,3.845098040014257
892,3.9030899869919438
893,3.6989700043360187
894,3.845098040014257
895,3.7781512503836434
896,3.845098040014257
897,3.845098040014257
898,3.845098040014257
899,3.7781512503836434
900,3.7781512503836434
901,3.9030899869919438
902,3.9030899869919438
903,3.7781512503836434
904,3.6020599913279625
905,3.6989700043360187
906,3.9030899869919438
907,3.9030899869919438
908,3.9030899869919438
909,3.9030899869919438
910,3.845098040014257
911,3.7781512503836434
912,3.9030899869919438
913,3.9030899869919438
914,3.9030899869919438
915,3.6989700043360187
916,3.7781512503836434
917,3.9030899869919438
918,3.9030899869919438
919,3.7781512503836434
920,3.7781512503836434
921,3.9030899869919438
922,3.9030899869919438
923,3.9030899869919438
924,3.845098040014257
925,3.845098040014257
926,3.7781512503836434
927,3.845098040014257
928,3.845098040014257
929,3.845098040014257
930,3.9030899869919438
931,3.9030899869919438
932,3.9030899869919438
933,3.9030899869919438
934,3.9030899869919438
935,3.7781512503836434
936,3.6989700043360187
937,3.7781512503836434
938,3.7781512503836434
939,3.9030899869919438
940,3.845098040014257
941,3.6989700043360187
942,3.9030899869919438
943,3.9030899869919438
944,3.7781512503836434
945,3.9030899869919438
946,3.9030899869919438
947,3.845098040014257
948,3.7781512503836434
949,3.6989700043360187
950,3.7781512503836434
951,3.7781512503836434
952,3.9030899869919438
953,3.9030899869919438
954,3.9030899869919438
955,3.9030899869919438
956,3.9030899869919438
957,3.845098040014257
958,3.6020599913279625
959,3.845098040014257
960,3.845098040014257
961,3.6989700043360187
962,3.6989700043360187
963,3.9030899869919438
964,3.9030899869919438
965,3.845098040014257
966,3.7781512503836434
967,3.7781512503836434
968,3.9030899869919438
969,3.9542425094393248
970,3.7781512503836434
971,3.9030899869919438
972,3.7781512503836434
973,3.6989700043360187
974,3.6020599913279625
975,3.6989700043360187
976,3.845098040014257
977,3.9030899869919438
978,3.9030899869919438
979,3.9030899869919438
980,3.9030899869919438
981,3.6989700043360187
982,3.7781512503836434
983,3.9030899869919438
984,3.7781512503836434
985,3.7781512503836434
986,3.9030899869919438
987,3.9030899869919438
988,3.9030899869919438
989,3.7781512503836434
990,3.9030899869919438
991,3.9030899869919438
992,3.845098040014257
993,3.9030899869919438
994,3.9030899869919438
995,3.9030899869919438
996,3.9542425094393248
997,3.7781512503836434
998,3.6989700043360187
999,3.6989700043360187
1000,3.9030899869919438
1001,3.845098040014257
1002,3.9030899869919438
1003,3.9030899869919438
1004,3.6989700043360187
1005,3.9030899869919438
1006,3.7781512503836434
1007,3.9030899869919438
1008,3.6989700043360187
1009,3.845098040014257
1010,3.9030899869919438
1011,3.9030899869919438
1012,3.9030899869919438
1013,3.9030899869919438
1014,3.7781512503836434
1015,3.845098040014257
1016,3.845098040014257
1017,3.845098040014257
1018,3.7781512503836434
1019,3.9030899869919438
1020,3.845098040014257
1021,3.7781512503836434
1022,3.845098040014257
1023,3.7781512503836434
1024,3.9030899869919438
1025,3.845098040014257
1026,3.845098040014257
1027,3.845098040014257
1028,3.6020599913279625
1029,3.845098040014257
1030,3.6989700043360187
1031,3.6989700043360187
1032,3.9030899869919438
1033,3.6020599913279625
1034,3.7781512503836434
1035,3.7781512503836434
1036,3.6989700043360187
1037,3.845098040014257
1038,3.845098040014257
1039,3.9030899869919438
1040,3.9030899869919438
1041,3.9030899869919438
1042,3.845098040014257
1043,3.7781512503836434
1044,3.9030899869919438
1045,3.7781512503836434
1046,3.7781512503836434
1047,3.9030899869919438
1048,3.6989700043360187
1049,3.845098040014257
1050,3.6989700043360187
1051,3.6989700043360187
1052,3.6989700043360187
1053,3.9030899869919438
1054,3.9030899869919438
1055,3.845098040014257
1056,3.7781512503836434
1057,3.9030899869919438
1058,3.9030899869919438
1059,3.845098040014257
1060,3.9030899869919438
1061,3.9030899869919438
1062,3.7781512503836434
1063,3.845098040014257
1064,3.7781512503836434
1065,3.7781512503836434
1066,3.6020599913279625
1067,3.845098040014257
1068,3.845098040014257
1069,3.9030899869919438
1070,3.9030899869919438
1071,3.9030899869919438
1072,3.845098040014257
1073,3.9030899869919438
1074,3.7781512503836434
1075,3.9030899869919438
1076,3.6989700043360187
1077,3.6989700043360187
1078,3.7781512503836434
1079,3.9030899869919438
1080,3.7781512503836434
1081,3.9030899869919438
1082,3.9030899869919438
1083,3.6989700043360187
1084,3.6989700043360187
1085,3.9030899869919438
1086,3.9030899869919438
1087,3.9030899869919438
1088,3.845098040014257
1089,3.6989700043360187
1090,3.9030899869919438
1091,3.9030899869919438
1092,3.9030899869919438
1093,3.845098040014257
1094,3.845098040014257
1095,3.7781512503836434
1096,3.9030899869919438
1097,3.845098040014257
1098,3.7781512503836434
1099,3.9030899869919438
1100,3.9030899869919438
1101,3.6989700043360187
1102,3.9542425094393248
1103,3.9030899869919438
1104,3.845098040014257
1105,3.9030899869919438
1106,3.9030899869919438
1107,3.845098040014257
1108,3.9030899869919438
1109,3.9030899869919438
1110,3.6989700043360187
1111,3.9030899869919438
1112,3.6989700043360187
1113,3.845098040014257
1114,3.7781512503836434
1115,3.6989700043360187
1116,3.9030899869919438
1117,3.9030899869919438
1118,3.9030899869919438
1119,3.9030899869919438
1120,3.845098040014257
1121,3.845098040014257
1122,3.9030899869919438
1123,3.9030899869919438
1124,3.9030899869919438
1125,3.7781512503836434
1126,3.9030899869919438
1127,3.9030899869919438
1128,3.6989700043360187
1129,3.845098040014257
1130,3.9030899869919438
1131,3.9030899869919438
1132,3.9030899869919438
1133,3.845098040014257
1134,3.9030899869919438
1135,3.7781512503836434
1136,3.9030899869919438
1137,3.9030899869919438
1138,3.9030899869919438
1139,3.9030899869919438
1140,3.9030899869919438
1141,3.845098040014257
1142,3.845098040014257
1143,3.9030899869919438
1144,3.9030899869919438
1145,3.9030899869919438
1146,3.7781512503836434
1147,3.6989700043360187
1148,3.9030899869919438
1149,3.9030899869919438
1150,3.845098040014257
1151,3.9030899869919438
1152,3.9030899869919438
1153,3.6989700043360187
1154,3.7781512503836434
1155,3.9030899869919438
1156,3.9030899869919438
1157,3.845098040014257
1158,3.9030899869919438
1159,3.7781512503836434
1160,3.6989700043360187
1161,3.9030899869919438
1162,3.6989700043360187
1163,3.9030899869919438
1164,3.9030899869919438
1165,3.9030899869919438
1166,3.7781512503836434
1167,3.845098040014257
1168,3.7781512503836434
1169,3.845098040014257
1170,3.9030899869919438
1171,3.9030899869919438
1172,3.845098040014257
1173,3.9030899869919438
1174,3.9030899869919438
1175,3.9030899869919438
1176,3.9030899869919438
1177,3.9030899869919438
1178,3.9030899869919438
1179,3.9030899869919438
1180,3.6989700043360187
1181,3.845098040014257
1182,3.9030899869919438
1183,3.7781512503836434
1184,3.9030899869919438
1185,3.7781512503836434
1186,3.9030899869919438
1187,3.9030899869919438
1188,3.7781512503836434
1189,3.9030899869919438
1190,3.9030899869919438
1191,3.9030899869919438
1192,3.9030899869919438
1193,3.9030899869919438
1194,3.9542425094393248
1195,3.6989700043360187
1196,3.9030899869919438
1197,3.9030899869919438
1198,3.845098040014257
1199,3.9030899869919438
1200,3.9030899869919438
1201,3.9030899869919438
1202,3.9030899869919438
1203,3.9030899869919438
1204,3.9030899869919438
1205,3.9030899869919438
1206,3.9030899869919438
1207,3.9030899869919438
1208,3.9030899869919438
1209,3.9542425094393248
1210,3.9030899869919438
1211,3.9030899869919438
1212,3.9030899869919438
1213,3.6989700043360187
1214,3.9542425094393248
1215,3.845098040014257
1216,3.9030899869919438
1217,3.9030899869919438
1218,3.9030899869919438
1219,3.9030899869919438
1220,3.9030899869919438
1221,3.9542425094393248
1222,3.9030899869919438
1223,3.9030899869919438
1224,3.9030899869919438
1225,3.9030899869919438
1226,3.9542425094393248
1227,3.9030899869919438
1228,3.9030899869919438
1229,3.9030899869919438
1230,3.9542425094393248
1231,3.9030899869919438
1232,3.9030899869919438
1233,3.9542425094393248
1234,3.9030899869919438
1235,3.9030899869919438
1236,3.9030899869919438
1237,3.9030899869919438
1238,3.9030899869919438
1239,3.9030899869919438
1240,3.9030899869919438
1241,3.9030899869919438
1242,3.9030899869919438
1243,3.9030899869919438
1244,3.9542425094393248
1245,3.9030899869919438
1246,3.9030899869919438
1247,3.9030899869919438
1248,3.9030899869919438
1249,3.9030899869919438
1250,3.9030899869919438
1251,3.9030899869919438
1252,3.9030899869919438
1253,3.9030899869919438
1254,3.9542425094393248
1255,3.9542425094393248
1256,3.9542425094393248
1257,3.9030899869919438
1258,3.9030899869919438
1259,3.9030899869919438
1260,3.9030899869919438
1261,3.9030899869919438
1262,3.9542425094393248
1263,3.9542425094393248
1264,3.9030899869919438
1265,3.9542425094393248
1266,3.9542425094393248
1267,3.9542425094393248
1268,3.9542425094393248
1269,3.9542425094393248
1270,3.9542425094393248
1271,3.9030899869919438
