,avg_ids,Teff,parallax,parallax_error,m336,m439,m656,m814,m435,m555,m658,m775,m850,m110,m160,m130,m139,e336,e439,e656,e814,e435,e555,e658,e775,e850,e110,e160,e130,e139,f_m336,f_m439,f_m656,f_m814
24,26.0,,0.7678910255664783,0.17436703,,,18.0685,17.8346,22.73918429191798,20.69859695680214,18.90297337157575,17.90231085336426,16.948186248865184,15.09,13.91,,,22.2097,22.4623,0.0792,0.0661,0.0181715876880359,0.0049215860436667,0.0188886667332856,0.0013555642778074,0.001338277086344,0.015,0.012,,,2.0,2.0,1.0,1.0
25,27.0,,,,,,,,26.746034475867116,,,24.604256487148007,22.75907410614833,,,,,,,,,0.4823564834476455,,,0.1106979770250235,0.0432812622545013,,,,,,,,
26,28.0,,,,,,,,25.9017549773806,23.4465573263341,21.410419941051767,20.593684392089955,19.67844029866997,17.959,16.68,,,,,,,0.2940238925480991,0.0417008668152812,0.1704130591433381,0.0057534651915788,0.0055111337043588,0.055,0.045,,,,,,
27,29.0,,1.102820466808665,0.14994119,,,,,22.314333240259277,20.430040616719225,18.76326643161145,17.805615220510436,16.979046809233438,,,,,,,,,0.012319974587237,0.004000476093669,0.0137138850404905,0.0012862261599772,0.0013505327210729,,,,,,,,
28,30.0,,,,,,,,,,25.9134112893821,23.37291247977606,21.565771900468164,,,,,,,,,,,8.627907154183184,0.0454683624595774,0.0188285427808083,,,,,,,,
29,31.0,,0.9061312793984104,0.18311846,,,,,22.64068319333798,20.718922629991106,19.10131373174908,18.107382723543108,17.22513996398918,,,,,,,,,0.0162987520780667,0.0048100531051967,0.0178519349398726,0.0014845289719561,0.0015143342288722,,,,,,,,
30,32.0,,2.658977585555484,0.9221065,,,,,26.04978064348464,23.77099831368329,,19.896519640426945,18.66714028235302,,,,,,,,,0.3265743810147306,0.0499068477636622,,0.0036786863289323,0.0030625153893225,,,,,,,,
31,33.0,,0.4065447475712021,0.71008444,,,,,25.272215067373537,22.86187127036874,20.75982752180598,19.757808908284712,18.72293205455411,,,,,,,,,0.1559055445668469,0.0233731096404684,0.0787575372475298,0.0034475240697412,0.003173648539848,,,,,,,,
32,34.0,,,,,,,,,,,23.4997029834948,22.24014505192133,,,,,,,,,,,,0.0443634690776471,0.028085235904692,,,,,,,,
33,35.0,3705.0,2.532557419586814,0.025240753,18.1392,17.0318,13.9607,13.4157,17.67943433429606,16.330436397823405,14.877929627748095,15.1652878049358,14.238183238342907,,,,,0.0171,0.0149,0.0115,0.0109,0.0009168089927334,0.000524851041894,0.0013435812543201,0.0004085799631719,0.0004153828297868,,,,,1.0,1.0,1.0,1.0
34,36.0,,,,,,,,,,,24.36954845723928,23.39545621723376,,,20.3043,19.9146,,,,,,,,0.0817632627207879,0.0706310642399783,,,0.0386416,0.0217235,,,,
35,38.0,,,,,,,,,,24.02642085207064,24.78583475216696,24.0737566392214,,,20.5655,20.0457,,,,,,,1.891832072679233,0.1686240859765146,0.1817977477066873,,,0.774766,0.465172,,,,
36,39.0,3488.0,3.939335387181101,0.12233576,21.3429,20.7107,17.0872,16.2458,21.22301029267262,19.67225892772417,17.984671152738514,17.180122095410418,16.457405380079763,,,14.7268,14.6714,0.1829,0.1641,0.0385,0.0193,0.0043924512494247,0.0019139841962467,0.0062926333368016,0.0006795819459169,0.0007509094515303,,,0.00608533,0.00822302,1.0,1.0,1.0,1.0
37,41.0,,0.7349833157915612,0.53518414,,,19.4402,18.4786,23.805660421127296,21.88621500890251,20.22814017003673,19.32746204136562,18.473507582072145,16.874,15.63,,,23.0924,,0.2015,0.0813,0.0451811858755406,0.0111554074347999,0.0598770646466119,0.0027531231013532,0.002810214322285,0.033,0.028,,,2.0,0.0,1.0,1.0
38,42.0,,,,,,,,27.014635661848057,24.40588440688464,22.836309280597543,21.425210907577817,20.38066084515222,,,17.8899,17.732,,,,,0.8705500072244159,0.0976634479149869,0.6208881181707893,0.0100752093817221,0.0087133512651875,,,0.0127331,0.0302435,,,,
39,43.0,,1.4709524222901316,0.6119432,,,,,24.55443539536634,22.68138161473744,21.282072912265093,19.62058745459691,18.600315726958037,,,,,,,,,0.0789606918377667,0.0191674570675768,0.1174305062514387,0.0031548336442638,0.0029630085606176,,,,,,,,
40,44.0,,,,,,,,,,,21.19680403368638,19.899196798856373,,,,,,,,,,,,0.0078340849728119,0.0058548316762256,,,,,,,,
41,45.0,,,,,,,,27.117502606978704,,,23.125594404726776,21.814048309760423,19.759,18.28,18.9054,18.8217,,,,,0.8945911137095494,,,0.0376728214927382,0.0247386874538752,0.126,0.094,0.0451944,0.00323013,,,,
42,46.0,,,,,,,,,26.59746088198806,24.21290873440753,23.81493581720593,22.49481593328133,,,,,,,,,,0.5334299206873304,1.4842210683215582,0.0581496663991758,0.0365632750632698,,,,,,,,
43,47.0,,,,,,,,26.873517497515543,28.238142209842515,,24.69894010969801,23.03238967376228,,,,,,,,,0.5854999410638079,2.3674558891959308,,0.1310108507251554,0.0562861171043894,,,,,,,,
44,48.0,,0.3603801442664406,0.45650384,,,,18.2804,23.78259234281308,21.855021199334573,20.028926970875155,19.19470299009495,18.3049360026126,16.752,15.41,16.001,15.8579,,22.5829,19.4104,0.0706,0.0429669187094732,0.0104160778011025,0.0487114665217705,0.0025590417163821,0.0025757701662653,0.031,0.025,0.0136011,0.0176331,0.0,2.0,2.0,1.0
45,49.0,,,,,,,,,25.72232892514441,25.33282868780828,22.68302044215422,21.69723505677023,,,19.309,19.1267,,,,,,0.2552298328459148,5.641019390251183,0.0190994083020586,0.0159469729709324,,,0.0226217,0.0296532,,,,
46,51.0,,,,,,,,29.51426321635168,27.87831050377719,20.792213182295644,22.91267474099359,21.57602360670907,,,18.744,18.5156,,,,,7.908480519691536,2.2261994368112257,0.0867847097327641,0.0309105665817205,0.0195188881948033,,,0.0269322,0.0136124,,,,
47,52.0,,,,,,,,,27.119235222073733,,24.516235775457005,23.090598910809323,,,,,,,,,,1.0949987854610694,,0.1242837859206195,0.0679578631871895,,,,,,,,
48,53.0,,,,,,,,,,22.48673277011261,23.8648350629965,22.357437903430498,,,,,,,,,,,0.374927085454167,0.0672131201424941,0.0360110162635283,,,,,,,,
49,54.0,,,,,,,,27.521196319028483,27.23744215814409,23.29634787611205,24.049771067678066,22.737640810904853,,,,,,,,,1.0532859230314202,0.9321762905767004,0.6005201346912308,0.0724969852284126,0.0443439516385255,,,,,,,,
50,55.0,,,,,,,,,,,23.41251100652968,21.76012521879396,,,,,,,,,,,,0.0435898203522296,0.0207905108716616,,,,,,,,
51,56.0,,,,,,,,,26.017309940346767,25.52639874817882,21.54235947223311,20.106444694981985,,,17.2799,17.098,,,,,,0.4271763485356867,7.180021134610003,0.010880865022224,0.0071059854641303,,,0.00845855,0.034167,,,,
52,57.0,,,,,,,,,,21.747943066365583,23.93038174450093,22.434718340052243,20.396,18.4,19.2745,19.1582,,,,,,,0.267657884620312,0.0742957053997211,0.041352307810924,0.169,0.099,0.0106696,0.0128636,,,,
53,58.0,,0.4088732380674635,0.67236245,,,,18.644,24.92902029659952,22.676245252631087,20.68762251970036,19.694984618829928,18.69278225640321,,,16.2107,16.0306,,21.5216,19.3995,0.0772,0.0736645043610406,0.0125425422733262,0.0443655618838189,0.0019419335474869,0.0018171351653915,,,0.0345506,0.00197045,0.0,2.0,2.0,1.0
54,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,62.0,,,,,,,,26.115430208944137,,,22.653482173216545,21.01420681994807,18.621,16.97,17.7486,17.4227,,,,,0.3737082874993013,,,0.0255942594508209,0.0134347433673028,0.074,0.051,0.0197451,0.00752979,,,,
56,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,64.0,,,,,,,,,25.250829669658085,21.715314467710627,21.835791056732447,20.713763358270292,,,17.9722,17.7577,,,,,,0.1444632426084738,0.1456997112532327,0.0096592077237513,0.0074356528689512,,,0.0132774,0.0395785,,,,
58,66.0,,,,,,,,,26.37107494014329,23.89615448009363,25.441566114805177,23.363659387100235,,,19.8879,19.7275,,,,,,0.5611364177141639,1.2095885927385837,0.1756035027488956,0.0555353158471204,,,0.0694834,0.0288564,,,,
59,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,70.0,,,,,,,,,24.29508522344149,23.754293921256085,21.369051244312907,20.331859024044583,,,,,,,,,,0.0783004793862238,1.096892119708604,0.0090174544185018,0.0078224906503436,,,,,,,,
