,avg_ids,Teff,parallax,parallax_error,m336,m439,m656,m814,m435,m555,m658,m775,m850,m110,m160,m130,m139,e336,e439,e656,e814,e435,e555,e658,e775,e850,e110,e160,e130,e139,f_m336,f_m439,f_m656,f_m814
452,947.0,,,,,,,19.1941,24.21422539504389,23.24484095948989,20.670764687399124,20.16144444112128,19.160896221820032,,,17.104,17.1783,22.8371,21.6773,18.7892,0.1011,0.0559266151595479,0.0238179180852383,0.0737192955053812,0.0024567716271921,0.0022685390323093,,,0.0144064,0.0102934,2.0,2.0,2.0,1.0
453,951.0,,,,,,,,,,,24.801274670723924,23.44427704556188,,,,,,,,,,,,0.1138393337508186,0.0646568837825959,,,,,,,,
454,953.0,,,,,,,,24.785672974398867,24.083470776506715,20.86727902742437,21.073929179584667,19.41822670421936,,,16.503,16.8549,,,,,0.0862710604599281,0.0598656288517278,0.0766676841738834,0.0057657393380384,0.0034599120528247,,,0.00950499,0.0178928,,,,
455,955.0,,,,,,,,,,,22.65066588904373,21.895558915070342,,,,,,,,,,,,0.0195988018446294,0.0168696008155885,,,,,,,,
456,957.0,,,,,,,,,,,24.12689618158661,22.40450223105405,,,19.3639,19.1555,,,,,,,,0.0766900968479016,0.0426061976141201,,,0.00162114,0.0521478,,,,
457,959.0,,,,,,,,,,,23.1661624279369,21.90458143751278,,,19.2249,19.0064,,,,,,,,0.0341784131279601,0.0237776977686635,,,0.077536,0.0551441,,,,
458,961.0,,,,,,,,27.847810870892697,25.6988327582137,,22.931089864553147,22.084954001568413,,,,,,,,,1.325998756798216,0.2289846719989806,,0.0228009171160254,0.0201894998151852,,,,,,,,
459,963.0,,,,,,,,27.696417336364696,27.24571889189888,24.972571144146816,23.000469029257932,21.43021512186364,,,,,,,,,0.9946066484095268,0.8211246485907323,2.57946631630864,0.0268971717070436,0.0149236843381588,,,,,,,,
460,964.0,,,,,,,,26.77939053218813,23.074193144550836,22.530970994861143,24.68532507698817,22.723026812345324,,,19.2172,19.082,,,,,0.8328641048133213,0.0333314950208913,0.5794577396610536,0.141105521234633,0.0406035545448147,,,0.313189,0.108183,,,,
461,967.0,3633.0,2.489130466662172,0.06518081,17.8528,17.9981,14.2041,14.1434,19.59926050061822,18.14133639887461,15.61945220912158,15.78544663671438,14.857848914216769,,,12.6616,12.534,0.016,0.0226,0.0127,0.0113,0.001732124464879,0.0008893854452583,0.0015118650050299,0.0003572943059033,0.000363178124467,,,0.0534426,0.0352932,1.0,1.0,1.0,1.0
462,969.0,3125.0,,,19.4287,19.9661,15.5545,14.5971,20.510664033204687,19.37102573573964,16.90491741273422,,,,,12.6109,12.6862,0.0391,0.0684,0.0198,0.0122,0.0028326225221064,0.0016661215005073,0.0031054737232552,,,,,0.175439,0.16829,1.0,1.0,1.0,1.0
463,971.0,,,,,,,,,,,23.762442648104155,22.31945702298432,,,,,,,,,,,,0.0469780371015447,0.0248239391534331,,,,,,,,
464,973.0,3705.0,3.321854742971577,0.16522038,15.2876,15.6171,11.7179,12.3891,,,,,,10.582,9.58,10.2103,9.92871,0.0107,0.0112,0.0109,0.0104,,,,,,0.002,0.002,0.131358,0.252138,1.0,1.0,1.0,1.0
465,975.0,3342.0,2.484028798858291,0.0839565,19.1161,19.722,15.418,15.3249,20.531515005372476,18.90544668613274,16.9576808280438,16.03820585341773,15.13564849139776,13.912,12.41,12.9025,12.7533,0.0365,0.0572,0.0192,0.0139,0.0029840914330861,0.0013219913845836,0.0033584952548585,0.0004004479408431,0.0004104708110459,0.008,0.006,0.0192978,0.0232162,1.0,1.0,1.0,1.0
466,977.0,,,,,,,,25.891116469876582,24.13819457325917,23.04069382370501,20.531989587535456,19.28013171773044,,,16.4008,16.1623,,,,,0.2477603755848968,0.0619820921002063,0.8639795164857472,0.004216157528935,0.0032978149422017,,,0.0150783,0.00471943,,,,
467,979.0,3095.0,2.64091561142905,0.40810227,,,19.3541,17.3994,,23.23812291685526,20.59759564502986,18.64283815236245,17.101555145691403,,,14.1378,14.1204,22.9092,21.6976,0.2306,0.0361,,0.0270485198083226,0.068823711787005,0.0013932643524006,0.0010278847501074,,,0.0286329,0.0171976,2.0,2.0,1.0,1.0
468,981.0,,,,,,,,26.60092541275625,25.7319269383825,,24.85761862927862,23.68789479168426,,,,,,,,,0.7523264629794861,0.3130423241965548,,0.1492416786396591,0.1214685787061325,,,,,,,,
469,983.0,,,,,,,,28.471179891602876,26.63281257344089,,24.44720607437842,23.39102544928022,,,19.9296,19.8,,,,,2.6672738666256164,0.6077166012527422,,0.1099630246573598,0.0928470500980159,,,0.0600058,0.0455458,,,,
470,985.0,,,,,,,,,,,23.40809588309604,21.65751108435922,,,18.1551,17.8969,,,,,,,,0.0494097187856668,0.0237223470578105,,,0.0118886,0.0136203,,,,
471,987.0,,,,,,,19.2753,26.647884755470635,26.7160370828077,,20.88098458584948,19.18150466114023,,,16.381,16.8119,22.0489,,19.8681,0.1147,0.7411461559093606,0.7168116998928016,,0.0052325178584606,0.0031380601093602,,,0.00612005,0.0155997,2.0,0.0,2.0,1.0
472,989.0,,,,,,,,27.335266805027345,25.52673229126213,21.945075722627003,22.19053002884576,20.85388624239801,,,17.8442,17.568,,,,,0.9435109549587486,0.2241308075182268,0.2809341035381728,0.0148652230430856,0.0100668633722676,,,0.0145564,0.0190563,,,,
473,991.0,2916.0,,,,,18.5936,19.2,22.975756247686057,22.729076959216197,18.741769489270258,20.30992195988881,18.766067485074476,,,16.118,16.5013,22.032,,0.1096,0.1045,0.0189041744331814,0.0154450973138882,0.0133860976440858,0.0027874689294607,0.0019151131821062,,,0.0128608,0.0175316,2.0,0.0,1.0,1.0
474,994.0,,,,,,,,,27.402294646677205,,22.948074047462992,21.64575568811142,,,18.927,18.7568,,,,,,1.8173447960700555,,0.0264740786389477,0.0189242980678811,,,0.0110952,0.0046063,,,,
475,996.0,,,,,,,,,,,,23.479582448197306,,,19.8045,19.5278,,,,,,,,,0.0869348180932635,,,0.0295984,0.0090015,,,,
476,998.0,,,,,,,,26.28299448670444,26.912029259809177,22.5486668864475,23.37035275932013,22.199162289707356,,,19.334,19.1413,,,,,0.3538946678501404,0.7376861986064257,0.329954786571646,0.0363045345352959,0.0263986310194986,,,0.0139861,0.015515,,,,
477,1000.0,,,,,,,,,,,24.70993705234286,23.62941743196112,,,20.6949,20.6391,,,,,,,,0.1701978650154857,0.089091990258325,,,0.0119278,0.042145,,,,
478,1002.0,,,,,,,,,25.689065711116168,23.44131120939028,22.508126316872424,20.99304765526805,,,17.7453,17.4854,,,,,,0.3162231250379042,1.1447646432072471,0.0163573892095821,0.0099836311574845,,,0.0320582,0.0123284,,,,
479,1004.0,3125.0,2.794597315052524,0.14660323,,,,,21.93750158592629,20.40593392809209,18.25702717573359,,,,,,,,,,,0.0093331610606143,0.0038989583418858,0.008498610623291,,,,,,,,,,
480,1005.0,,,,,,,,25.54623352990821,23.23738983283339,18.278009110581664,20.384410737275,19.446484356374228,,,17.0391,16.8432,,,,,0.1875374767503205,0.0287190218315714,0.0141726069332099,0.0038503045725918,0.0037163783514286,,,0.0149314,0.0128032,,,,
481,1007.0,,,,,,,,28.11653052408406,27.323219659693784,,24.056093971336004,22.32072317343537,,,18.9154,18.6865,,,,,2.2969880187256333,1.4926283418720776,,0.0622173878239223,0.0298265817897781,,,0.0613842,0.0185128,,,,
482,1009.0,,,,,,,,22.711501104361435,22.33146767649468,18.657958734584188,22.25488788796421,21.57625972758949,,,19.0485,18.7793,,,,,0.0201990893704306,0.0170388635700839,0.0159410445251076,0.0125479750726127,0.0113748446448164,,,0.0368107,0.0100516,,,,
483,1014.0,3125.0,2.566436026909437,0.10066102,21.5463,20.599,16.7101,15.2846,21.382394979899512,19.7551594500165,17.761357773510966,16.39864398994282,15.30358602303615,,,13.0788,13.1493,0.1146,0.0859,0.0416,0.0131,0.0039069290199158,0.0015196132458748,0.0041964529907606,0.000334394270166,0.0003132784081136,,,0.0222552,0.0166526,1.0,1.0,1.0,1.0
484,1018.0,,,,,,,,27.68818386693607,,,24.602640019654423,22.777353065427363,,,18.8585,18.7148,,,,,1.7552305941329214,,,0.1719882207545352,0.0491842933708286,,,0.137329,0.0174936,,,,
